Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
794,5697,10/4/2012,Critical,31,371.68,0.03,Regular Air,-13.32,11.29,5.03,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,X-Rack File for Hanging Folders,Small Box,0.59,10/6/2012
834,5986,4/21/2012,High,41,205.24,0.03,Regular Air,-148.77,4.89,4.93,Filia McAdams,Ontario,Ontario,Small Business,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66,4/22/2012
845,6053,12/11/2010,Medium,4,16.08,0.04,Regular Air,-3.75,3.8,1.49,Maureen Fritzler,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,12/13/2010
893,6432,11/10/2011,Critical,30,311.08,0.08,Regular Air,-38.45,10.89,4.5,Lena Creighton,Ontario,Ontario,Corporate,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,11/12/2011
906,6502,8/20/2011,Medium,16,116.11,0.1,Express Air,-36.46,7.64,5.83,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,8/20/2011
971,7072,2/4/2012,Critical,29,258.61,0.07,Regular Air,-15.96,8.85,5.6,Maureen Fritzler,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,2/4/2012
1015,7429,5/26/2010,Not Specified,33,1379.34,0.04,Regular Air,-470.85,40.48,19.99,Art Foster,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,5/27/2010
1096,8035,3/1/2012,Medium,7,104.38,0.07,Regular Air,-24.2,14.42,6.75,Don Weiss,Ontario,Ontario,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,3/3/2012
1220,8961,6/28/2011,Low,15,627.69,0.0,Regular Air,-12.02,39.98,4.0,Jessica Myrick,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,7/3/2011
1349,9857,5/11/2010,High,49,675.71,0.06,Regular Air,-17.49,13.79,8.78,Bruce Degenhardt,Ontario,Ontario,Home Office,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box,0.43,5/11/2010
1350,9857,5/11/2010,High,16,292.978,0.05,Regular Air,-93.61,20.99,3.3,Bruce Degenhardt,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,5/13/2010
1664,11975,4/13/2011,Critical,43,210.66,0.08,Regular Air,-145.72,5.18,5.74,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,4/15/2011
1981,14119,5/31/2010,Low,24,103.11,0.06,Regular Air,-95.41,4.18,6.92,Troy Blackwell,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box,0.49,6/4/2010
1983,14119,5/31/2010,Low,31,968.235,0.05,Regular Air,-158.61,35.99,5.0,Troy Blackwell,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory27,Small Box,0.85,6/2/2010
2020,14402,10/14/2010,Medium,1,184.46,0.05,Delivery Truck,-106.33,160.98,30.0,Jessica Myrick,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,10/16/2010
2032,14499,11/14/2010,Low,28,574.99,0.06,Regular Air,-148.87,20.97,6.5,Harry Marie,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,11/19/2010
2148,15397,2/6/2010,Critical,42,223.33,0.0,Express Air,-111.89,4.98,4.32,Troy Blackwell,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack,0.64,2/8/2010
2149,15397,2/6/2010,Critical,29,1178.04,0.07,Regular Air,-53.81,40.98,6.5,Troy Blackwell,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Targus USB Numeric Keypad,Small Box,0.74,2/6/2010
2150,15397,2/6/2010,Critical,43,121.94,0.01,Regular Air,-51.3,2.6,2.4,Troy Blackwell,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,2/7/2010
2371,17186,1/26/2009,Medium,49,4321.63,0.08,Regular Air,-1549.14,90.98,56.2,Ken Brennan,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.74,1/28/2009
2372,17186,1/26/2009,Medium,11,67.14,0.07,Regular Air,-29.98,5.98,5.35,Ken Brennan,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1947,Small Box,0.4,1/28/2009
2397,17379,8/14/2011,Critical,29,3218.42,0.08,Delivery Truck,-1248.58,114.98,58.72,Harry Marie,Ontario,Ontario,Consumer,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Jumbo Box,0.76,8/16/2011
2424,17573,9/4/2011,Low,23,220.97,0.02,Regular Air,-25.86,9.48,7.29,Clytie Kelty,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Small Pack,0.45,9/8/2011
2441,17702,4/13/2012,High,48,368.99,0.09,Regular Air,-305.91,7.77,9.23,Mark Cousins,Ontario,Ontario,Home Office,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,4/14/2012
2576,18595,1/31/2009,Critical,6,451.44,0.1,Regular Air,-35.19,78.65,13.99,Art Foster,Ontario,Ontario,Home Office,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Medium Box,0.52,2/2/2009
2695,19494,1/12/2010,High,2,8.87,0.03,Regular Air,-6.79,2.74,3.5,Clytie Kelty,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,Small Pack,0.58,1/15/2010
2699,19523,11/30/2011,High,44,155.78,0.04,Regular Air,-10.0,3.6,2.2,Jim Sink,Ontario,Ontario,Corporate,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag,0.39,12/1/2011
2842,20482,7/18/2011,Medium,38,4650.07,0.04,Delivery Truck,-1143.15,120.98,60.19,Steven Roelle,Ontario,Ontario,Small Business,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Jumbo Box,0.71,7/18/2011
2963,21414,5/4/2011,Critical,43,103.6,0.09,Express Air,-72.86,2.52,1.92,Harry Marie,Ontario,Ontario,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Letter Slitter,Wrap Bag,0.82,5/4/2011
2967,21445,11/17/2009,Low,14,75.15,0.02,Express Air,-63.53,4.06,6.89,Clytie Kelty,Ontario,Ontario,Small Business,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6,11/21/2009
2968,21445,11/17/2009,Low,43,400.45,0.07,Regular Air,-38.58,9.49,5.76,Clytie Kelty,Ontario,Ontario,Small Business,Technology,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Medium Box,0.39,11/21/2009
3004,21636,8/10/2009,Low,16,376.65,0.0,Express Air,-52.65,22.38,15.1,Fred Wasserman,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,8/17/2009
3005,21636,8/10/2009,Low,6,40.06,0.07,Regular Air,-24.44,5.98,4.69,Fred Wasserman,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,8/15/2009
3030,21795,6/13/2010,Not Specified,10,278.66,0.05,Express Air,-77.36,27.48,4.0,Jessica Myrick,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,6/14/2010
3197,22916,2/2/2012,Medium,18,122.02,0.04,Regular Air,-115.0,6.48,10.05,Pete Takahito,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1997,Small Box,0.37,2/3/2012
3205,22980,10/1/2012,Not Specified,10,56.05,0.06,Regular Air,-27.73,4.98,5.49,Rob Haberlin,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1952,Small Box,0.38,10/2/2012
3281,23429,3/19/2009,Critical,28,154.61,0.06,Regular Air,-82.82,5.34,5.63,Beth Thompson,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Small Box,0.39,3/19/2009
3315,23681,5/19/2012,High,42,4182.52,0.0,Express Air,-785.36,95.99,35.0,Jenna Caffey,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Large Box,,5/21/2012
3405,24263,9/15/2012,Low,16,512.81,0.1,Delivery Truck,-177.07,33.94,19.19,Rob Haberlin,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,9/22/2012
3430,24455,12/6/2009,Not Specified,8,169.11,0.0,Regular Air,-10.59,20.89,1.99,Fred Wasserman,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,12/8/2009
3472,24707,3/10/2012,Medium,3,4.94,0.1,Regular Air,-1.76,1.48,0.7,Don Weiss,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,3/12/2012
3523,25091,2/19/2010,Medium,4,156.97,0.01,Regular Air,-25.43,34.54,14.72,Lena Creighton,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,0.37,2/22/2010
3673,26305,12/2/2010,Medium,50,1118.21,0.07,Regular Air,-122.79,22.38,15.1,Max Jones,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,12/4/2010
3674,26305,12/2/2010,Medium,13,3503.56,0.01,Delivery Truck,-633.44,262.11,62.74,Max Jones,Ontario,Ontario,Home Office,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box,0.75,12/3/2010
3800,27106,12/1/2011,High,1,13.96,0.06,Regular Air,-4.7,10.91,2.99,Lena Creighton,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,Small Box,0.38,12/3/2011
3802,27106,12/1/2011,High,29,3524.55,0.08,Delivery Truck,-570.18,130.98,30.0,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,12/3/2011
3886,27746,12/4/2010,Critical,3,1540.77,0.04,Regular Air,-1572.64,499.99,24.49,Jenna Caffey,Ontario,Ontario,Consumer,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,12/4/2010
3900,27811,3/4/2011,Not Specified,4,73.9,0.06,Regular Air,-39.64,15.99,13.18,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,3/5/2011
3924,27974,10/7/2010,High,27,306.02,0.08,Regular Air,-6.7,12.07,6.2,Art Foster,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon® 500 Class Desk Accessories,Wrap Bag,0.52,10/8/2010
4031,28774,1/1/2009,High,32,180.36,0.1,Regular Air,-111.8,5.98,4.69,Jessica Myrick,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,1/2/2009
4183,29730,6/16/2010,Critical,21,3072.86,0.08,Delivery Truck,-364.87,150.98,39.25,Ken Brennan,Ontario,Ontario,Consumer,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.75,6/18/2010
4236,30144,8/6/2011,Low,25,5503.39,0.08,Delivery Truck,-528.65,218.75,69.64,Joe Kamberova,Ontario,Ontario,Small Business,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,8/11/2011
4419,31522,5/25/2010,Medium,42,1083.37,0.03,Delivery Truck,-226.41,25.98,14.36,Max Jones,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,5/27/2010
4685,33319,3/27/2009,Not Specified,11,1736.26,0.01,Delivery Truck,-505.76,150.89,60.2,Don Weiss,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,0.77,3/30/2009
4724,33635,7/12/2009,High,5,477.76,0.04,Delivery Truck,-173.1,90.97,28.0,Darrin Martin,Ontario,Ontario,Small Business,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Jumbo Drum,0.38,7/13/2009
4725,33635,7/12/2009,High,4,112.18,0.07,Regular Air,-96.16,20.34,35.0,Darrin Martin,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,0.84,7/13/2009
4787,33988,1/10/2009,Medium,30,164.78,0.0,Regular Air,-128.47,5.02,5.14,Rob Haberlin,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,1/11/2009
4875,34691,1/14/2009,Critical,27,217.68,0.08,Regular Air,-168.75,7.77,9.23,Clytie Kelty,Ontario,Ontario,Small Business,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.58,1/16/2009
4877,34691,1/14/2009,Critical,13,245.82,0.1,Express Air,-7.39,18.97,9.54,Clytie Kelty,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1939,Small Box,0.37,1/16/2009
4888,34785,1/25/2010,Critical,45,15468.216,0.01,Delivery Truck,-969.05,400.98,42.52,Jim Sink,Ontario,Ontario,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.71,1/28/2010
4930,35077,10/7/2011,High,29,81.1,0.06,Regular Air,-2.07,2.94,0.96,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58,10/8/2011
5072,36132,4/9/2012,Low,3,604.576,0.03,Delivery Truck,-572.69,236.97,59.24,Hallie Redmond,Ontario,Ontario,Home Office,Furniture,Tables,Chromcraft Rectangular Conference Tables,Jumbo Box,0.61,4/14/2012
5073,36133,8/20/2011,Medium,6,128.56,0.0,Regular Air,-7.84,19.98,8.68,Katrina Willman,Ontario,Ontario,Consumer,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,8/21/2011
5330,37891,10/20/2011,High,24,163.36,0.04,Regular Air,-65.54,6.48,6.6,Steven Roelle,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 21,Small Box,0.37,10/22/2011
5331,37891,10/20/2011,High,21,44.08,0.06,Express Air,-9.09,1.98,0.7,Steven Roelle,Ontario,Ontario,Small Business,Office Supplies,Rubber Bands,"Brites Rubber Bands, 1 1/2 oz. Box",Wrap Bag,0.83,10/22/2011
5332,37891,10/20/2011,High,4,1135.64,0.02,Delivery Truck,-627.64,259.71,66.67,Steven Roelle,Ontario,Ontario,Small Business,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.61,10/20/2011
5366,38146,12/7/2011,Low,41,782.05,0.08,Regular Air,-253.74,19.94,14.87,Erica Hackney,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,12/7/2011
5441,38656,8/10/2012,Low,41,162.51,0.09,Regular Air,-148.4,4.13,5.34,John Castell,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco,Small Box,0.38,8/17/2012
5442,38656,8/10/2012,Low,3,561.43,0.07,Delivery Truck,-199.46,180.98,26.2,John Castell,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,8/15/2012
5545,39268,4/22/2011,Not Specified,44,324.2,0.02,Express Air,-89.75,7.1,6.05,Maureen Fritzler,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,4/24/2011
5546,39268,4/22/2011,Not Specified,45,156.95,0.1,Regular Air,-32.52,3.74,0.94,Maureen Fritzler,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Rubber Band Ball,Wrap Bag,0.83,4/25/2011
5591,39650,7/30/2010,Not Specified,10,1004.89,0.0,Delivery Truck,-189.02,89.99,42.0,Jessica Myrick,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,8/2/2010
5592,39650,7/30/2010,Not Specified,47,329.06,0.08,Regular Air,-175.15,7.28,7.98,Jessica Myrick,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"Master Caster Door Stop, Large Neon Orange",Wrap Bag,0.42,7/31/2010
5626,39844,12/1/2009,Not Specified,47,4387.24,0.09,Regular Air,-286.47,95.43,19.99,Jim Sink,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus Storage Drawers,Small Box,0.79,12/2/2009
5740,40800,12/4/2010,Not Specified,41,260.31,0.05,Regular Air,-175.26,6.48,7.91,Jim Sink,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.37,12/4/2010
5773,40965,11/20/2009,Medium,48,7227.42,0.09,Delivery Truck,-385.0,159.31,60.0,Mark Cousins,Ontario,Ontario,Corporate,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.55,11/22/2009
5774,40965,11/20/2009,Medium,39,1836.187,0.06,Regular Air,-139.84,55.99,5.0,Mark Cousins,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,11/22/2009
5823,41316,7/21/2009,Not Specified,4,700.366,0.0,Regular Air,-787.7,205.99,5.99,John Castell,Ontario,Ontario,Consumer,Technology,Telephones and Communication,3285,Small Box,0.59,7/24/2009
5847,41476,5/31/2010,High,48,92.25,0.07,Regular Air,-104.8,1.86,2.58,Mark Cousins,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Wrap Bag,0.82,6/1/2010
5957,42274,9/3/2011,High,45,508.49,0.1,Express Air,-28.81,12.07,6.2,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon® 500 Class Desk Accessories,Wrap Bag,0.52,9/5/2011
6048,42882,10/27/2010,Low,17,204.07,0.08,Express Air,-22.55,11.97,4.98,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,10/29/2010
6121,43360,10/13/2009,Low,48,112.16,0.0,Regular Air,-178.29,2.08,5.33,Max Jones,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43,10/20/2009
6167,43713,9/7/2012,Medium,12,34.41,0.05,Regular Air,-17.69,2.6,2.4,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,9/9/2012
6320,44737,11/19/2012,Medium,11,773.74,0.02,Regular Air,-309.48,64.65,35.0,Duane Benoit,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,11/20/2012
6352,45029,7/3/2010,High,20,5304.42,0.01,Delivery Truck,-633.44,262.11,62.74,Gene McClure,Ontario,Ontario,Consumer,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box,0.75,7/3/2010
6410,45543,2/2/2011,Low,16,1223.43,0.01,Delivery Truck,-1615.59,70.89,89.3,Denny Joy,Ontario,Ontario,Corporate,Furniture,Tables,KI Conference Tables,Jumbo Box,0.69,2/6/2011
6577,46848,11/10/2009,Medium,39,3842.99,0.04,Regular Air,-67.68,95.43,19.99,John Castell,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus Storage Drawers,Small Box,0.79,11/12/2009
6605,47009,6/4/2009,Critical,32,1587.16,0.09,Express Air,-22.33,49.99,19.99,Clytie Kelty,Ontario,Ontario,Small Business,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Small Box,0.45,6/6/2009
6627,47138,1/9/2009,Low,1,107.95,0.04,Regular Air,-506.31,125.99,8.99,Benjamin Patterson,Ontario,Ontario,Corporate,Technology,Telephones and Communication,M70,Small Box,0.59,1/16/2009
6642,47236,10/2/2011,High,1,70.91,0.03,Regular Air,-45.43,70.97,3.5,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,10/4/2011
6738,47971,10/29/2012,High,24,113.43,0.09,Regular Air,-53.06,4.95,5.32,Duane Benoit,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Eldon® 300 Class Desk Accessories, Black",Small Box,0.41,10/30/2012
6777,48261,3/18/2011,Medium,15,2130.66,0.01,Delivery Truck,-113.77,130.98,30.0,Michael Dominguez,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,3/19/2011
6864,48902,10/23/2012,Medium,7,53.29,0.01,Regular Air,-28.88,6.48,7.49,Benjamin Patterson,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 220,Small Box,0.37,10/25/2012
6904,49221,7/3/2010,Not Specified,22,399.64,0.04,Regular Air,-15.42,17.98,8.51,Maureen Fritzler,Ontario,Ontario,Corporate,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,7/4/2010
6905,49221,7/3/2010,Not Specified,41,277.35,0.02,Regular Air,-103.28,6.48,6.57,Maureen Fritzler,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 20,Small Box,0.37,7/4/2010
6907,49255,6/22/2012,High,20,1357.44,0.09,Delivery Truck,-102.3,70.98,26.85,Mark Cousins,Ontario,Ontario,Corporate,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Jumbo Box,,6/23/2012
7030,50181,5/30/2012,High,2,289.73,0.04,Delivery Truck,-246.21,135.99,28.63,Odella Nelson,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,Global Deluxe High-Back Office Chair in Storm,Jumbo Drum,0.76,5/31/2012
7346,52324,6/29/2012,Not Specified,4,757.11,0.07,Delivery Truck,-224.35,180.98,30.0,Hallie Redmond,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.69,6/30/2012
7416,52896,10/22/2010,High,36,14358.64,0.03,Delivery Truck,-969.05,400.98,76.37,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.6,10/24/2010
7487,53445,10/24/2012,High,8,105.95,0.01,Regular Air,-44.33,11.66,8.99,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Small Pack,0.59,10/26/2012
7557,54055,2/13/2009,Critical,44,5483.96,0.02,Delivery Truck,-1330.5,120.98,58.64,Lena Creighton,Ontario,Ontario,Home Office,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Jumbo Box,0.75,2/15/2009
7582,54243,9/16/2009,Low,6,907.24,0.07,Express Air,-634.73,154.13,69.0,Amy Cox,Ontario,Ontario,Home Office,Furniture,Tables,Laminate Occasional Tables,Large Box,0.68,9/16/2009
7835,56003,4/6/2010,Critical,13,1835.47,0.1,Delivery Truck,-364.87,150.98,16.01,Katrina Willman,Ontario,Ontario,Consumer,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.7,4/7/2010
7848,56128,7/30/2010,Medium,41,902.19,0.08,Regular Air,-49.66,22.99,8.99,Hallie Redmond,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack,0.57,7/30/2010
7882,56384,7/31/2012,Critical,47,257.2,0.04,Regular Air,-2172.14,4.48,49.0,Steven Roelle,Ontario,Ontario,Small Business,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,Large Box,0.6,8/1/2012
7883,56384,7/31/2012,Critical,29,6139.34,0.08,Delivery Truck,-528.65,218.75,69.64,Steven Roelle,Ontario,Ontario,Small Business,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,8/2/2012
8091,57699,11/10/2012,Low,20,43.94,0.09,Regular Air,-72.23,2.08,5.33,Pete Takahito,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43,11/12/2012
8209,58690,11/5/2011,High,14,3023.73,0.09,Delivery Truck,-1068.01,218.75,69.64,Kristen Hastings,Ontario,Ontario,Small Business,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,11/6/2011
8224,58784,1/18/2009,Medium,20,331.21,0.04,Express Air,-67.38,15.99,9.4,Kristen Hastings,Ontario,Ontario,Corporate,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",Small Box,0.49,1/20/2009
8318,59428,9/9/2010,High,36,3602.12,0.05,Delivery Truck,-728.18,100.98,45.0,Katrina Willman,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon Valutask Swivel Chairs,Jumbo Drum,0.69,9/10/2010
8319,59428,9/9/2010,High,43,1174.94,0.02,Regular Air,-125.79,27.42,19.46,Katrina Willman,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Howard Miller Distant Time Traveler Alarm Clock,Small Box,0.44,9/9/2010
1552,11206,12/28/2009,Low,26,1285.55,0.09,Regular Air,-17.03,49.99,19.99,Eric Barreto,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Zoom V.92 USB External Faxmodem,Small Box,0.41,12/30/2009
2178,15687,4/9/2012,Critical,48,3400.63,0.08,Delivery Truck,-892.79,70.98,46.74,Benjamin Venier,Ontario,Ontario,Small Business,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Jumbo Box,0.56,4/12/2012
4539,32292,2/15/2012,Low,1,13.53,0.07,Regular Air,-6.73,11.55,2.36,Ben Peterman,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,2/17/2012
